rate,review_text,review_title,source_url,stay_info,trip_type,writer,writer_informations,writer_link,writing_date
4.0,"Famous for being the garden acquired and further lovingly developed by Yves Saint Laurent, it is an exotic and unexpected charm in the very heart of the Ville Nouvelle, or French quarter.",A charming diversion,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1680-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019,,Andrew J,"Royal Tunbridge Wells, UK,34 contributions",,"Written November 12, 2019"
5.0,"We would recommend visiting these gardens, particularly if you're looking for a cool, tranquil getaway from the heat and hustle of the city. The garden is immaculately designed, showcasing plants that particularly suit the climate in neat gardens mixed with cool ponds and water features. There is great use of bright colours, both painted and on the plants, particularly blue and yellow, which really contrast with the surrounding 'red city'. We didn't do the museums, but found the garden itself reason enough to visit.","A cool, tranquil spot in the city.",https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1680-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,fillyk,"Kendal, UK,892 contributions",,"Written November 12, 2019"
4.0,"Considering that you are in the middle of no where makes this garden unique.  It's small with a lot of wandering trails that all lead to the exit. The foliage is nice, but nothing special.  What is cool though is the array of very colorful pots and ledges amid the plants.  There is a very small museum that has a great display of jewelry and some interesting apparel. Be advised, the admission is pricey for what you are getting",The vibrant colors were my fav,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1680-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,Cegis360Playground,"Fort Myers, FL,390 contributions",,"Written November 12, 2019"
5.0,This is a must visit attraction for holidaymakers in Marrakech. The gardens are beautiful and the Berber Museum (though tiny) is excellent.,Unmissable,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1680-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Peter H,"London, UK,16 contributions",,"Written November 12, 2019"
5.0,"Beautiful gardens ,architecture and exhibition . Get there early .It fills with people wanting to pose with the beautiful backgrounds .",Wonderful place to visit in Marrakesh,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1690-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Moira C,"Stirling, Scotland, United Kingdom,12 contributions",,"Written November 12, 2019"
4.0,Wonderful oasis in the middle of the crowded New city. The only place though on the whole trip that we had to stand in line. But when you came inside it didn´t felt crowded...,Beautiful and calm,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1690-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Sara EG,"Lund, Sweden,3 contributions",,"Written November 12, 2019"
4.0,"We stood in line for over 30 min for a cashier window that had prices printed on the glass for the garden, museum, and both--but when we got to the window, they said they only sold tickets for the museum or combo tickets for the garden, not just garden tickets.  We were told to go stand in the garden ticket line (a longer, wider line nearby).  We nearly gave up in frustration, but we ended up waiting another 30 minutes in that line for tickets to the garden.  Fortunately, once we arrived inside, the crowds disappear over the expansive gardens (except for a few photo op locations).  After standing in line in the hot sun, it was a joy to walk in the shade of bamboo or sit on a bench to relax. Even if you live in a Mediterranean climate and have seen all the plants growing in your area, the gardens are laid out beautifully and interestingly and are worth a look.",Be sure to stand in the right line!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1690-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,TravelTs,"San Diego, CA,99 contributions",,"Written November 11, 2019"
3.0,Took a cab from our hotel here on the recommendation from a local that we met in the Médina. Nice enough with great colors. We took some pictures but overall there wasn’t much to see or do in the garden. The wait for tickets was less than 10 minutes and you have the option of combining it with the Berber museum.,Beautiful garden but not worth the price,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1690-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Friends,,Mobile776694,9 contributions,,"Written November 11, 2019"
5.0,Wonderful.....the colours are just beautiful. Very special place. Buy tickets online or at theYSL Museum.,Ohhhh the colours,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1690-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,xbnsp,"London, UK,96 contributions",,"Written November 11, 2019"
3.0,"We arrived later than most people advise, just before lunchtime. We first went to the YSL museum which is just up the road and well signposted. Buying the joint ticket there was quite fast and the queue at the garden was very long. When we came to the garden the queues were still long but inside wasn't as busy as expected. It is a selfie dream here, with the plants and painted structures providing great backgrounds. It isn't as diverse a garden as anima, or as exciting to walk around. You can walk to here quickly and easily from the medina. A pleasant way to spend a couple of hours.",Buy tickets at the YSL museum if you have time to visit both,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1690-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019 • Family,,Helena N,263 contributions,,"Written November 11, 2019"
3.0,"Garden was overcrowded even at start of the day. Nice collection of cacti and bamboo, but ultimately disappointing garden. I am an amateur photographer and simply couldn't get any decent shots because of how many people there were. The Berber museum was, however, fantastic!","OK garden, great Berber museum",https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1690-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Jon H,23 contributions,,"Written November 11, 2019"
4.0,"Medina is crowdy, bit this garden is likely even crowdier. Funny think is you will see the same people you met at the garden in othet places, should you wish to follow default itinerary.",Nice but crowdy,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1690-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,May 2019 • Family,,Krzysztof K,"Palmeraie, Morocco,14 contributions",,"Written November 11, 2019"
5.0,In the midst of demanding trip it's nice to take an hour or two just to wander in this very interesting garden.,Peaceful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1690-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,judgeras,"Los Angeles, CA,28 contributions",,"Written November 11, 2019"
5.0,Can imagine to visit this place on a hot summer day. The high trees and bamboo covering the sky from the sun. Well worth a visit. Buy multi tickets by the museum Yves Saint Laurent or online to skip the ques.,Impressive greenery,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1690-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Johan T,"Osterskar, Sweden,119 contributions",,"Written November 11, 2019"
4.0,The gardens were beautiful and were a peaceful oasis in the busyness and heat of Marrakech but be prepared for long queues,Busy oasis,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1700-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,David H,"Kingston-upon-Hull, UK,6 contributions",,"Written November 11, 2019"
5.0,We walked to the garden after lunch. The map they give you at the reception makes it look much smaller than it is. It is a beautiful garden and an oasis in the heat.,Much bigger then the map,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1700-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Russ_Hore,"Kendal, UK,208 contributions",,"Written November 11, 2019"
5.0,"I don't mind the crowds if it's worth the visit!? Hailing from the southwest of the US, I appreciate cacti and succulents, and the Jardin Majorelle has the healthiest and most vibrant collection. Since we were only in Marrakech for two nights and one solid day, we did hire a permitted guide, whose english was limited, navigated us safely through the very complex and confusing Medina, gained front of the line entry into the Garden, Palacio da Bahia, and brought us safely back to our Riad in the heart of the Medina.",Get a guide skip the queue...,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1700-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,Finster,"Telluride, CO,20 contributions",,"Written November 11, 2019"
4.0,"I went to the majorelle garden around 10.30 on Sunday morning and thought this was a good time to visit, but it was still very busy! Beautiful gardens and highly recommend a visit!",Recommended,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1700-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Oct 2019,,Brian Cuomo,10 contributions,,"Written November 11, 2019"
5.0,Amazing gardens - well worth the visit. Try to make your visit either early or late as it gets extremely busy.,Wonderful - but crowded!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1700-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Philm13,"Huddersfield, UK,377 contributions",,"Written November 11, 2019"
5.0,This garden was amazingly beautiful and worth visiting. It's fairly large and has many really beautiful features. My only complaint was how crowded it was! Definitely an oasis in the middle of Marrakech and worth seeing.,Wow! Stunning Garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1700-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,Sam @ My Flying Leap Blog,"Phoenix, AZ,132 contributions",,"Written November 10, 2019"
5.0,"Our Moroccan Guide recommended visiting this garden and my husband was initially not enthused. However, even he was impressed by the variety and quality of flora and fauna in this magical setting. A fabulous place for taking a break from Marrakesh madness and enjoying many incredible photo opportunities, even if you are someone not typically into gardens.","Magical, Serene Garden, Even for non Garden Enthusiasts",https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1700-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019,,Anne N,"Milwaukee, Wisconsin,89 contributions",,"Written November 10, 2019"
5.0,"It's all been said... go early ie 8am when it opens if you want to avoid the crowds, have peace and quiet and avoid others photo bombing your pictures. Enjoy the birds... take binoculars if you're a birder, or buddy listen to the bulbuls if you're not.",Stunning... as others have said,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1700-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Friends,,Paul N,"Caernarfon, UK,48 contributions",,"Written November 10, 2019"
2.0,"Nice garden, but nothing special. If you like plants, then it's got a good collection of cacti and bamboo. If you're just interested in plants (which seems reasonable as you've opted to visit a garden) then it'll take about 20 minutes to see everything, which is terrible as I queued 50 minutes to get a ticket. The garden is linked with Yves Saint Laurent and this could explain its popularity. If you're interested in YSL, then it's definite worth a visit, otherwise you're not missing much.",Not worth queuing 50 minutes,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1700-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Solo,,Lemon_Macaque,"Coventry, UK,20 contributions",,"Written November 10, 2019"
4.0,"Visited the gardens as a couple for a nice relaxing few hours. Outside there was a slight queue but this went down really quickly. When we got to the counter we asked for the combination ticket which gets you into the gardens and museums however we were told that the museums were closed and with no explanation. Instead we bought just the gardens ticket which wasn’t a bad price at 70MAD. As this was November there wasn’t many people there but it was still crowded in some spots so I can’t imagine what it would be like in the height of the summer. The gardens are clean, well kept and manned by staff. At the end of the route there is a bookstore and gift shop. It’s a nice place to visit for a few hours in the sun.",Beautiful gardens but the museum was closed.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or1700-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Couples,,Nicolle W,"Belfast, UK,240 contributions",,"Written November 10, 2019"
